code;municipal;zone;section;name;census;abstentions;v_cast;v_invalid;v_valid;v_white
1;ABAIGAR;1;1;U;77.0;19;58.0;0;58;2
2;ABARZUZA;1;1;U;452.0;227;225.0;1;224;0
3;ABAURREGAINA / ABAURREA ALTA;1;1;U;155.0;43;112.0;5;107;4
4;ABAURREPEA / ABAURREA BAJA;1;1;U;44.0;14;30.0;0;30;1
5;ABERIN;1;1;U;305.0;140;165.0;2;163;2
6;ABLITAS;1;1;U;505.0;122;383.0;2;381;5
6;ABLITAS;2;1;A;737.0;150;587.0;4;583;6
6;ABLITAS;2;1;B;702.0;124;578.0;3;575;18
7;ADIOS;1;1;U;114.0;27;87.0;2;85;0
8;AGUILAR DE CODES;1;1;U;99.0;43;56.0;0;56;0
9;AIBAR / OIBAR;1;1;A;406.0;130;276.0;0;276;8
9;AIBAR / OIBAR;1;1;B;381.0;108;273.0;2;271;3
10;ALTSASU / ALSASUA;1;1;A;709.0;230;479.0;1;478;12
10;ALTSASU / ALSASUA;1;1;B;711.0;249;462.0;4;458;5
10;ALTSASU / ALSASUA;1;2;A;475.0;178;297.0;3;294;9
10;ALTSASU / ALSASUA;1;2;B;515.0;198;317.0;11;306;8
10;ALTSASU / ALSASUA;2;1;A;521.0;180;341.0;5;336;9
10;ALTSASU / ALSASUA;2;1;B;526.0;154;372.0;9;363;9
10;ALTSASU / ALSASUA;2;2;A;523.0;185;338.0;9;329;1
10;ALTSASU / ALSASUA;2;2;B;531.0;201;330.0;9;321;6
10;ALTSASU / ALSASUA;2;2;C;517.0;197;320.0;8;312;7
10;ALTSASU / ALSASUA;2;3;U;779.0;336;443.0;10;433;4
11;ALLIN;1;1;A;371.0;151;220.0;0;220;6
11;ALLIN;1;1;B;368.0;129;239.0;1;238;6
12;ALLO;1;1;A;458.0;118;340.0;7;333;6
12;ALLO;1;1;B;478.0;109;369.0;3;366;7
13;AMESCOA BAJA;1;1;A;361.0;171;190.0;4;186;6
13;AMESCOA BAJA;1;1;B;365.0;186;179.0;3;176;4
14;ANCIN;1;1;U;261.0;103;158.0;0;158;3
15;ANDOSILLA;1;1;A;423.0;117;306.0;1;305;6
15;ANDOSILLA;1;1;B;494.0;154;340.0;6;334;5
15;ANDOSILLA;2;1;A;578.0;185;393.0;5;388;9
15;ANDOSILLA;2;1;B;597.0;133;464.0;1;463;18
16;ANSOAIN;1;1;A;756.0;325;431.0;1;430;8
16;ANSOAIN;1;1;B;823.0;367;456.0;2;454;10
16;ANSOAIN;1;2;A;770.0;314;456.0;6;450;11
16;ANSOAIN;1;2;B;893.0;369;524.0;2;522;15
16;ANSOAIN;1;3;A;1.135;484;651.0;7;644;20
16;ANSOAIN;1;3;B;1.124;466;658.0;8;650;23
17;ANUE;1;1;U;374.0;145;229.0;0;229;6
18;AÑORBE;1;1;U;390.0;68;322.0;2;320;8
19;AOIZ / AGOITZ;1;1;U;631.0;117;514.0;9;505;29
19;AOIZ / AGOITZ;2;1;U;927.0;180;747.0;7;740;17
20;ARAITZ;1;1;U;552.0;187;365.0;9;356;8
21;ARANARACHE;1;1;U;89.0;31;58.0;0;58;3
22;ARANTZA;1;1;U;611.0;122;489.0;5;484;12
23;ARANGUREN;1;1;A;735.0;194;541.0;3;538;15
23;ARANGUREN;1;1;B;725.0;209;516.0;6;510;21
23;ARANGUREN;1;2;A;846.0;220;626.0;8;618;23
23;ARANGUREN;1;2;B;258.0;69;189.0;0;189;7
24;ARANO;1;1;U;142.0;63;79.0;0;79;2
25;ARAKIL;1;1;A;323.0;86;237.0;3;234;10
25;ARAKIL;1;1;B;418.0;170;248.0;1;247;3
26;ARAS;1;1;U;217.0;66;151.0;3;148;0
27;ARBIZU;1;1;U;745.0;109;636.0;3;633;5
28;ARCE / ARTZI;1;1;U;264.0;78;186.0;3;183;5
29;ARCOS (LOS);1;1;A;638.0;157;481.0;8;473;7
29;ARCOS (LOS);1;1;B;527.0;133;394.0;7;387;7
30;ARELLANO;1;1;U;182.0;66;116.0;0;116;4
31;ARESO;1;1;U;256.0;24;232.0;4;228;5
32;ARGUEDAS;1;1;A;622.0;127;495.0;0;495;11
32;ARGUEDAS;1;1;B;691.0;132;559.0;3;556;12
32;ARGUEDAS;2;1;U;573.0;120;453.0;5;448;6
33;ARIA;1;1;U;57.0;27;30.0;0;30;1
34;ARIBE;1;1;U;56.0;20;36.0;0;36;2
35;ARMAÑANZAS;1;1;U;93.0;27;66.0;2;64;1
36;ARRONIZ;1;1;A;565.0;185;380.0;4;376;8
36;ARRONIZ;1;1;B;459.0;127;332.0;7;325;10
37;ARRUAZU;1;1;U;95.0;26;69.0;0;69;0
38;ARTAJONA;1;1;A;713.0;180;533.0;8;525;16
38;ARTAJONA;1;1;B;703.0;160;543.0;3;540;22
39;ARTAZU;1;1;U;87.0;33;54.0;2;52;2
40;ATEZ;1;1;U;196.0;44;152.0;1;151;1
41;AYEGUI;1;1;U;768.0;227;541.0;0;541;18
42;AZAGRA;1;1;A;652.0;119;533.0;10;523;12
42;AZAGRA;1;1;B;762.0;122;640.0;15;625;6
42;AZAGRA;2;1;A;461.0;85;376.0;7;369;7
42;AZAGRA;2;1;B;478.0;89;389.0;8;381;13
42;AZAGRA;2;1;C;486.0;107;379.0;4;375;9
43;AZUELO;1;1;U;58.0;13;45.0;0;45;4
44;BAKAIKU;1;1;U;306.0;53;253.0;1;252;2
45;BARASOAIN;1;1;U;381.0;109;272.0;0;272;2
46;BARBARIN;1;1;U;92.0;25;67.0;2;65;3
47;BARGOTA;1;1;U;356.0;129;227.0;0;227;4
48;BARILLAS;1;1;U;173.0;31;142.0;2;140;4
49;BASABURUA;1;1;U;607.0;147;460.0;4;456;5
50;BAZTAN;1;1;A;432.0;125;307.0;3;304;2
50;BAZTAN;1;1;B;545.0;156;389.0;0;389;4
50;BAZTAN;1;1;C;397.0;114;283.0;2;281;0
50;BAZTAN;2;1;A;601.0;188;413.0;1;412;5
50;BAZTAN;2;1;B;519.0;156;363.0;2;361;6
50;BAZTAN;2;1;C;663.0;207;456.0;2;454;2
50;BAZTAN;2;2;A;498.0;156;342.0;1;341;9
